tabla,fila,campo,valor,error
Reseñas_Usuarios,485,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,487,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,487,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,488,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,489,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,491,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,491,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,492,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,493,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,495,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,495,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,496,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,499,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,499,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,500,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,506,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,507,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,508,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,510,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,512,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,513,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,515,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,519,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,520,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,521,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,524,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,525,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,528,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,530,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,532,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,533,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,535,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,536,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,541,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,542,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,543,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,544,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,544,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,545,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,547,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,552,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,553,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,554,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,557,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,558,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,559,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,561,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,562,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,562,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,566,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,571,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,572,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,575,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,576,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,577,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,578,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,580,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,580,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,581,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,584,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,585,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,588,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,588,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,589,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,592,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,593,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,594,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,595,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,597,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,598,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,600,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,600,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,602,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,603,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,605,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,608,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,609,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,613,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,616,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,617,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,617,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,618,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,618,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,619,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,620,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,622,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,622,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,623,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,625,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,627,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,630,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,631,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,632,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,633,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,633,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,634,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,635,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,635,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,637,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,641,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,642,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,643,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,643,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,644,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,645,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,646,calificacion,2-5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,646,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,647,comentario,,Valor prohibido o nulo en campo 'comentario'
Reseñas_Usuarios,649,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,650,calificacion,,Calificación no válida o fuera del rango [1-5]
Reseñas_Usuarios,655,calificacion,10/5,Calificación no válida o fuera del rango [1-5]
Prestamos_Crudos,3,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,9,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,14,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,27,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,41,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,42,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,66,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,68,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,72,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,74,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,76,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,80,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,82,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,85,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,87,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,88,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,102,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,104,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,117,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,120,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,129,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,130,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,136,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,153,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,154,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,157,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,161,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,164,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,173,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,175,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,176,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,180,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,186,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,191,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,216,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,223,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,227,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,232,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,236,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,237,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,239,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,249,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,250,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,253,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,255,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,256,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,259,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,260,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,279,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,280,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,281,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,283,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,284,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,297,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,305,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,322,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,328,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,329,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,335,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,343,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,348,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,350,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,352,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,354,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,363,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,367,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,369,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,371,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,372,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,376,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,392,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,406,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,408,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,410,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,412,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,417,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,421,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,428,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,437,correo_usuario,m.garcia_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,442,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,466,correo_usuario,ana.mar_libros_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,469,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,482,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,496,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,504,correo_usuario,juan.perez_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,508,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,513,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,516,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,520,correo_usuario,,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,523,correo_usuario,clopez_88_at_email.com,Formato inválido para campo 'correo_usuario'
Prestamos_Crudos,525,correo_usuario,,Formato inválido para campo 'correo_usuario'
Inventario_Sedes,0,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,3,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,5,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,6,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,10,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,11,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,15,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,16,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,18,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,25,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,29,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,32,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,34,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,36,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,37,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,38,cantidad_total,-3,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,39,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,40,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,41,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,43,cantidad_total,-4,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,48,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,49,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,52,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,54,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,55,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,57,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,59,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,60,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,63,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,65,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,67,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,70,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,71,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,74,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,75,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,78,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,79,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,80,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,83,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,84,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,85,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,89,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,90,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,91,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,93,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,94,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,95,cantidad_total,-4,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,99,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,100,cantidad_total,-5,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,101,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,102,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,103,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,107,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,108,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,113,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,114,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,115,cantidad_total,-3,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,116,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,117,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,120,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,124,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,125,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,126,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,129,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,135,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,137,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,138,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,140,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,142,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,146,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,147,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,153,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,154,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,157,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,158,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,159,cantidad_total,-1,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,163,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,164,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,165,cantidad_total,-1,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,166,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,169,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,170,cantidad_total,-5,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,173,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,174,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,176,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,177,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,178,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,179,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,181,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,188,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,190,cantidad_total,-4,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,191,cantidad_total,-1,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,196,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,203,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,204,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,205,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,207,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,208,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,212,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,214,cantidad_total,-2,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,215,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,216,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,217,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,219,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,225,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,227,cantidad_total,-10,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,229,cantidad_total,-4,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,230,cantidad_total,-9,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,231,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,235,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,238,cantidad_total,-4,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,242,cantidad_total,-5,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,243,cantidad_total,-8,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,244,cantidad_total,-3,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,245,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,246,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,247,cantidad_total,-1,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,250,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,251,cantidad_total,-7,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,254,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,257,cantidad_total,-6,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,260,cantidad_total,,"Cantidad inválida, negativa o no numérica"
Inventario_Sedes,264,cantidad_total,,"Cantidad inválida, negativa o no numérica"
